title,authors,source,published_date,summary,content,url,tag
Dampak Lanjutan Penonaktifan Jutaan PBI BPJS Kesehatan | tempo.co,"Tempo.co, Ryan Maulana",tempo.co,2026-04-13 15:00:00,SENGKARUT penonaktifan jutaan penerima bantuan iuran (PBI) Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan masih berlanjut hingga kini.,"13 April 2026 | 15.00 WIB SENGKARUT penonaktifan jutaan penerima bantuan iuran (PBI) Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan masih berlanjut hingga kini. Dampak akibat kebijakan penonaktifan jutaan PBI BPJS Kesehatan meluas. Masyarakat kesulitan mereaktivasi kepesertaan. Sumber: Tempo Foto: Tempo/Martin Yogi, Tempo/Ilham Balindra, Antara Voice Over: Dheayu Jihan Editor: Ryan Maulana Scroll ke bawah untuk melanjutkan membaca",https://www.tempo.co/video/arsip/dampak-lanjutan-penonaktifan-jutaan-pbi-bpjs-kesehatan-2128614,Kebijakan
Dampak Lanjutan Penonaktifan Jutaan PBI BPJS Kesehatan,"Hendrik Yaputra, Rusman Paraqbueq",tempo.co,11 April 2026 | 12.00 WIB,Dampak akibat kebijakan penonaktifan jutaan PBI BPJS Kesehatan meluas. Masyarakat kesulitan mereaktivasi kepesertaan.,"Dampak akibat kebijakan penonaktifan jutaan PBI BPJS Kesehatan meluas. Masyarakat kesulitan mereaktivasi kepesertaan. 11 April 2026 | 12.00 WIB S ENGKARUT penonaktifan jutaan penerima bantuan iuran (PBI) Badan Penyelenggara Jaminan Sosial ( BPJS ) Kesehatan masih berlanjut hingga kini. Salah satunya dialami oleh Vita, 50 tahun, warga Ciamis, Jawa Barat. Bergabung dengan Tempo pada 2023. Lulusan Universitas Negeri Jakarta ini banyak meliput isu pendidikan dan konflik agraria. PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Apa Jadinya Jika Partai Beli Naming Rights Halte? Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Kedodoran Sugiono Mengurus Gerindra dan Politik Luar Negeri Bagaimana Jakarta Mengatasi Krisis Lahan Makam Jurnalis Tempo Francisca Christy Rosana Raih Udin Award 2025 Mabes TNI: Perintah Panglima Sosialisasi, Bukan Mengintimidasi DPR Terima Usul 24 Nama Calon Duta Besar, Ada Nama Adik Luhut Apa Jadinya Jika Partai Beli Naming Rights Halte? Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Reformasi Kenaikan Jabatan Profesor Politeknik Tempo Rayakan Dies Natalis ke-5 Pelita Buat Portal Terpadu Seleksi Masuk Politeknik Swasta Politeknik Tempo dan IKADIM Gelar Bedah Buku Soft Skills untuk Gen Z Kontroversi Jakarta sebagai Daerah Khusus Wilayah Indonesia Bertambah 127,3 Hektare di Pulau Sebatik Program MBG di Bogor Telan Rp 1 Triliun Per Bulan Warga Sipil Tewas Tertembak dalam Kericuhan di Bokondini Sejarah Mushaf Sundawi, Al-Quran Bermotif Khas Jawa Barat Wamen Dikti: Sanksi bagi Pelaku Pelecehan Tergantung Kampus HMT ITB Minta Maaf soal Viral Konten Lagu Erika Pemerintah Cari Landasan Hukum Tambal Kenaikan Biaya Haji Mayoritas Anak Disabilitas Alami Kekerasan Sistematis Dianggap Tak Akomodatif bagi Disabilitas, UU ASN Digugat Kemenkes: Ketersediaan Evidence Base Kesehatan Jiwa Terbatas",https://www.tempo.co/politik/proses-reaktivasi-pbi-bpjs-kesehatan-2128176,Kebijakan
BPS: Peringkatan Desil Nasional Bisa Berbeda dengan Daerah,"Dinda Shabrina, Eko Ari Wibowo",tempo.co,16 Februari 2026 | 15.54 WIB,Perbedaan metode ini berpotensi memunculkan selisih penilaian antara pusat dan pemerintah daerah.,"16 Februari 2026 | 15.54 WIB PEMERINTAH menyampaikan peringkat kesejahteraan atau desil yang menjadi dasar penetapan Penerima Bantuan Iuran ( PBI ) Jaminan Kesehatan Nasional ditentukan secara nasional, bukan berdasarkan perhitungan masing-masing daerah. Perbedaan metode ini berpotensi memunculkan selisih penilaian antara pusat dan pemerintah daerah. Hal itu disampaikan Kepala Badan Pusat Statistik ( BPS ) Amalia Adininggar Widyasanti dalam konferensi pers usai rapat koordinasi yang dipimpin Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Muhaimin Iskandar bersama Menteri Sosial Saifullah Yusuf dan BPJS Kesehatan, Senin, 16 Februari 2026 di Kemenko PM, Jakarta. “Pendesilan atau perankingan nasional itu pasti berbeda dengan pendesilan yang ada di masing-masing daerah,” kata Amalia. Scroll ke bawah untuk melanjutkan membaca Menurut dia, kebijakan PBI yang menyasar desil 1 sampai desil 5 mengacu pada pemeringkatan tingkat nasional. Artinya, warga yang tergolong miskin atau rentan di suatu kabupaten belum tentu masuk desil 1–5 secara nasional, karena penghitungan dilakukan terhadap seluruh penduduk Indonesia. Namun, saat ditanyai ihwal apa saja kategori seseorang masuk dalam kategori desil 1 sampai desil 5, Kepala BPS tak menjawab spesifik. Amalia hanya menjelaskan, desil bukan ditentukan semata oleh pendapatan. BPS menggunakan sekitar 40 variabel dalam menghitung tingkat kesejahteraan masyarakat. Variabel itu mencakup kondisi perumahan, kepemilikan aset, hingga indikator sosial ekonomi lainnya. “Desil itu adalah pemeringkatan terhadap kesejahteraan masyarakat Indonesia yang diukur secara nasional,” ujarnya. Penegasan itu muncul di tengah polemik penonaktifan sekitar 11 juta peserta PBI. Pemerintah menyebut penonaktifan dilakukan untuk memastikan bantuan tepat sasaran, yakni bagi kelompok Desil 1 sampai 5. Dari jumlah tersebut, sekitar 106 ribu peserta yang sebelumnya dinonaktifkan telah direaktivasi otomatis, terutama untuk kasus penyakit katastropik. Selain itu, lebih dari 40 ribu orang mengajukan reaktivasi, dengan sekitar 2.000 di antaranya beralih menjadi peserta mandiri. BPS bersama Kementerian Sosial akan melakukan ground check terhadap 11 juta peserta yang dinonaktifkan. Proses verifikasi itu ditargetkan selesai dalam waktu sekitar dua bulan. Jika dikonversi ke unit keluarga, jumlahnya setara sekitar 5,9 juta keluarga. Pilihan Editor: Mensos dan BPS Berkolaborasi Mutakhirkan Data Tunggal Sosial-Ekonomi Lulusan Program Studi Jurnalistik Universitas Esa Unggul Jakarta. Mengawali karier jurnalistik di Tempo sejak pertengahan 2024. Kini meliput isu pendidikan, kesehatan dan sosial. PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Apa Jadinya Jika Partai Beli Naming Rights Halte? Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Kedodoran Sugiono Mengurus Gerindra dan Politik Luar Negeri Bagaimana Jakarta Mengatasi Krisis Lahan Makam Jurnalis Tempo Francisca Christy Rosana Raih Udin Award 2025 Mabes TNI: Perintah Panglima Sosialisasi, Bukan Mengintimidasi DPR Terima Usul 24 Nama Calon Duta Besar, Ada Nama Adik Luhut Apa Jadinya Jika Partai Beli Naming Rights Halte? Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Reformasi Kenaikan Jabatan Profesor Politeknik Tempo Rayakan Dies Natalis ke-5 Pelita Buat Portal Terpadu Seleksi Masuk Politeknik Swasta Politeknik Tempo dan IKADIM Gelar Bedah Buku Soft Skills untuk Gen Z Kontroversi Jakarta sebagai Daerah Khusus Wilayah Indonesia Bertambah 127,3 Hektare di Pulau Sebatik Program MBG di Bogor Telan Rp 1 Triliun Per Bulan Warga Sipil Tewas Tertembak dalam Kericuhan di Bokondini Sejarah Mushaf Sundawi, Al-Quran Bermotif Khas Jawa Barat Wamen Dikti: Sanksi bagi Pelaku Pelecehan Tergantung Kampus HMT ITB Minta Maaf soal Viral Konten Lagu Erika Pemerintah Cari Landasan Hukum Tambal Kenaikan Biaya Haji Mayoritas Anak Disabilitas Alami Kekerasan Sistematis Dianggap Tak Akomodatif bagi Disabilitas, UU ASN Digugat Kemenkes: Ketersediaan Evidence Base Kesehatan Jiwa Terbatas",https://www.tempo.co/politik/bps-peringkatan-desil-nasional-bisa-berbeda-dengan-daerah-2115591,Ekonomi
Kisruh Kelas Kesejahteraan Penentu Penerima BPJS Kesehatan,"Dinda Shabrina, Ninis Chairunnisa",tempo.co,18 Februari 2026 | 10.45 WIB,BPS membuat peringkat desil secara nasional. Indikatornya tak terbuka.,"BPS membuat peringkat desil secara nasional. Indikatornya tak terbuka. 18 Februari 2026 | 10.45 WIB P ARA Penerima Bantuan Iuran (PBI) Jaminan Kesehatan Nasional (JKN) dikelompokkan berdasarkan kesejahteraan. Masalahnya, peringkat kesejahteraan bisa berbeda di pusat bisa berbeda dengan penilaian kesejahteraan di daerah. Lulusan Program Studi Jurnalistik Universitas Esa Unggul Jakarta. Mengawali karier jurnalistik di Tempo sejak pertengahan 2024. Kini meliput isu pendidikan, kesehatan dan sosial. PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Apa Jadinya Jika Partai Beli Naming Rights Halte? Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Kedodoran Sugiono Mengurus Gerindra dan Politik Luar Negeri Bagaimana Jakarta Mengatasi Krisis Lahan Makam Jurnalis Tempo Francisca Christy Rosana Raih Udin Award 2025 Mabes TNI: Perintah Panglima Sosialisasi, Bukan Mengintimidasi DPR Terima Usul 24 Nama Calon Duta Besar, Ada Nama Adik Luhut Apa Jadinya Jika Partai Beli Naming Rights Halte? Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Reformasi Kenaikan Jabatan Profesor Politeknik Tempo Rayakan Dies Natalis ke-5 Pelita Buat Portal Terpadu Seleksi Masuk Politeknik Swasta Politeknik Tempo dan IKADIM Gelar Bedah Buku Soft Skills untuk Gen Z Kontroversi Jakarta sebagai Daerah Khusus Wilayah Indonesia Bertambah 127,3 Hektare di Pulau Sebatik Program MBG di Bogor Telan Rp 1 Triliun Per Bulan Warga Sipil Tewas Tertembak dalam Kericuhan di Bokondini Sejarah Mushaf Sundawi, Al-Quran Bermotif Khas Jawa Barat Wamen Dikti: Sanksi bagi Pelaku Pelecehan Tergantung Kampus HMT ITB Minta Maaf soal Viral Konten Lagu Erika Pemerintah Cari Landasan Hukum Tambal Kenaikan Biaya Haji Mayoritas Anak Disabilitas Alami Kekerasan Sistematis Dianggap Tak Akomodatif bagi Disabilitas, UU ASN Digugat Kemenkes: Ketersediaan Evidence Base Kesehatan Jiwa Terbatas",https://www.tempo.co/politik/kontroversi-penentuan-desil-bpjs-kesehatan-2115884,Kebijakan
Mensos Minta Walkot Denpasar Cabut Pernyataan soal PBI BPJS,"Dinda Shabrina, Devy Ernis",tempo.co,14 Februari 2026 | 09.18 WIB,Pernyataan tersebut dinilai menyesatkan publik karena menyebut seolah-olah ada instruksi Presiden untuk menonaktifkan peserta PBI.,"14 Februari 2026 | 09.18 WIB MENTERI Sosial Saifullah Yusuf atau Gus Ipul meminta Wali Kota Denpasar I Gusti Ngurah Jaya Negara mencabut pernyataannya terkait isu penonaktifan penerima bantuan iuran (PBI) jaminan kesehatan nasional (JKN). Pernyataan tersebut dinilai menyesatkan publik karena menyebut seolah-olah ada instruksi Presiden Prabowo Subianto untuk menonaktifkan peserta PBI. Pilihan Editor: Buat Apa 4.000 ASN Dilatih Menjadi Komponen Cadangan Scroll ke bawah untuk melanjutkan membaca Gus Ipul menegaskan tidak pernah ada instruksi dari Presiden mengenai penonaktifan PBI JKN sebagaimana yang disampaikan Wali Kota Denpasar. Ia menyebut pernyataan tersebut telah memicu kebingungan di tengah masyarakat. “Pernyataan itu menyesatkan dan sungguh membuat masyarakat bingung, karena yang disampaikan jauh dari fakta. Seakan-akan Presiden menginstruksikan menonaktifkan PBI. Ini sungguh menyesatkan,” kata Gus Ipul usai berkoordinasi terkait pelaporan PBI dengan Yayasan Lembaga Konsumen Indonesia, Jumat, 13 Februari 2026, Menurut dia, informasi yang tidak tepat berpotensi menjadi fitnah dan mempercepat penyebaran hoaks. Karena itu, ia meminta pernyataan tersebut segera dicabut dan disertai permintaan maaf kepada publik. “Saya minta Wali Kota Denpasar mencabut pernyataannya dan meminta maaf. Jangan sampai ini menjadi sesuatu yang dianggap kebenaran,” ujarnya. Gus Ipul mengingatkan, isu perlindungan sosial merupakan persoalan sensitif yang berdampak langsung pada masyarakat miskin dan rentan. Oleh sebab itu, ia meminta seluruh kepala daerah berhati-hati dalam menyampaikan informasi kepada publik. Di sisi lain, Menteri Sosial mengajak pemerintah daerah dan pemangku kepentingan untuk fokus pada pembenahan data agar kebijakan perlindungan sosial, termasuk PBI JKN, tepat sasaran. Pemerintah, kata dia, berkomitmen memastikan layanan perlindungan sosial berjalan berdasarkan data yang akurat guna mencegah kesalahpahaman di tengah masyarakat. Sebelumnya, Wali Kota Denpasar I Gusti Ngurah Jaya mengatakan alasan penonaktifan sejumlah peserta PBI karena ada instruksi langsung dari presiden melalui Kemensos. ""Memang sekarang ada instruksi presiden melalui Kementerian Sosial untuk menonaktifkan BPJS kesehatan yang desil 6 sampai 10. kebetulan Denpasar itu kena 24.401,"" kata dia sebagaimana diberitakan CNN Indonesia. Lulusan Program Studi Jurnalistik Universitas Esa Unggul Jakarta. Mengawali karier jurnalistik di Tempo sejak pertengahan 2024. Kini meliput isu pendidikan, kesehatan dan sosial. PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Apa Jadinya Jika Partai Beli Naming Rights Halte? Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Kedodoran Sugiono Mengurus Gerindra dan Politik Luar Negeri Bagaimana Jakarta Mengatasi Krisis Lahan Makam Jurnalis Tempo Francisca Christy Rosana Raih Udin Award 2025 Mabes TNI: Perintah Panglima Sosialisasi, Bukan Mengintimidasi DPR Terima Usul 24 Nama Calon Duta Besar, Ada Nama Adik Luhut Apa Jadinya Jika Partai Beli Naming Rights Halte? Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Reformasi Kenaikan Jabatan Profesor Politeknik Tempo Rayakan Dies Natalis ke-5 Pelita Buat Portal Terpadu Seleksi Masuk Politeknik Swasta Politeknik Tempo dan IKADIM Gelar Bedah Buku Soft Skills untuk Gen Z Kontroversi Jakarta sebagai Daerah Khusus Wilayah Indonesia Bertambah 127,3 Hektare di Pulau Sebatik Program MBG di Bogor Telan Rp 1 Triliun Per Bulan Warga Sipil Tewas Tertembak dalam Kericuhan di Bokondini Sejarah Mushaf Sundawi, Al-Quran Bermotif Khas Jawa Barat Wamen Dikti: Sanksi bagi Pelaku Pelecehan Tergantung Kampus HMT ITB Minta Maaf soal Viral Konten Lagu Erika Pemerintah Cari Landasan Hukum Tambal Kenaikan Biaya Haji Mayoritas Anak Disabilitas Alami Kekerasan Sistematis Dianggap Tak Akomodatif bagi Disabilitas, UU ASN Digugat Kemenkes: Ketersediaan Evidence Base Kesehatan Jiwa Terbatas",https://www.tempo.co/politik/mensos-minta-walkot-denpasar-cabut-pernyataan-soal-pbi-bpjs-2115128,Kebijakan
"Persoalan PBI BPJS, Komisi VIII DPR Minta Pemerintah Segera Lakukan Pembenahan Tata Kelola DTSEN",Tempo,tempo.co,12 Februari 2026 | 18.31 WIB,"Selly menilai, persoalan tersebut tidak terlepas dari belum solidnya tata kelola Data Tunggal Sosial Ekonomi Nasional (DTSEN) yang digunakan sebagai basis penetapan penerima bantuan sosial dan jaminan sosial.","12 Februari 2026 | 18.31 WIB INFO NASIONAL - Anggota Komisi VIII DPR RI Selly Andriany Gantina menanggapi persoalan kepesertaan Penerima Bantuan Iuran (PBI) BPJS Kesehatan yang sering bermuara pada masalah data. Selly menilai, persoalan tersebut tidak terlepas dari belum solidnya tata kelola Data Tunggal Sosial Ekonomi Nasional (DTSEN) yang digunakan sebagai basis penetapan penerima bantuan sosial dan jaminan sosial. “Banyak masyarakat yang seharusnya masih berhak justru dinonaktifkan, sementara di sisi lain ada yang tidak tepat sasaran,” kata Selly, pada Selasa, 10 Februari 2026. Scroll ke bawah untuk melanjutkan membaca Selly menegaskan, DTSEN sering disalahpahami sebagai data milik tunggal Kementerian Sosial. Padahal, menurut dia, data tersebut merupakan hasil kerja bersama lintas kementerian dan lembaga, dengan Badan Pusat Statistik (BPS) sebagai pihak yang memiliki kewenangan dalam pengolahan dan penetapan desil kesejahteraan. “Jadi jangan selalu menyalahkan satu pihak saja, karena ini sistem yang saling terkait,” ujarnya. Dia menilai, lemahnya sinkronisasi dan mekanisme pemutakhiran data menjadi penyebab utama munculnya berbagai keluhan masyarakat, terutama kelompok rentan seperti lansia, penyandang disabilitas, dan pasien dengan penyakit kronis yang tiba-tiba kehilangan status PBI. “Ini bukan sekadar masalah administratif, tapi menyangkut hak dasar warga negara untuk mendapatkan pelayanan kesehatan,” kata Legislator Fraksi PDI Perjuangan ini. Selly pun menyoroti belum optimalnya mekanisme uji sanggah dalam DTSEN. Menurut dia, masyarakat sering kali kesulitan mengajukan keberatan ketika datanya dinyatakan tidak lagi memenuhi syarat sebagai penerima bantuan. “Uji sanggah itu seharusnya mudah, cepat, dan transparan. Kalau prosesnya berbelit, masyarakat kecil yang paling dirugikan,” ujarnya. Karena itu, Komisi VIII DPR RI mendorong pemerintah untuk segera melakukan pembenahan menyeluruh terhadap tata kelola DTSEN, termasuk memperjelas peran masing-masing kementerian dan lembaga. Selly menyebut, DPR juga tengah mendorong revisi Undang-Undang Satu Data Indonesia dan Undang-Undang Statistik untuk memperkuat posisi BPS serta memastikan integrasi data berjalan lebih akurat. “Kalau datanya rapi dan terintegrasi, maka persoalan PBI BPJS Kesehatan tidak akan terus berulang. Negara harus hadir memastikan bahwa kebijakan berbasis data benar-benar melindungi kelompok paling rentan,” ucap Politisi asal dapil Jawa Barat VIII. Ke depan, Selly menekankan pentingnya koordinasi yang lebih erat antara Kemensos, BPS, BPJS Kesehatan, serta pemerintah daerah. “Kami di Komisi VIII akan terus mengawasi dan mendorong perbaikan sistem ini. Jangan sampai persoalan data membuat masyarakat kehilangan hak atas layanan kesehatan,” kata dia. (*) PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO BNI Lepas Timnas ke Thomas dan Uber Cup 2026, Komitmen Jaga Tradisi Juara Pengumuman Tender PT Kawasan Berikat Nusantara Wako Pekanbaru Integrasikan Bantuan Pangan dan Cek Kesehatan Gratis Peringatan HUT Kota Semarang ke-479 Berfokus Pada Pelayanan Bagi Masyarakat IKRA Sukses Mengantarkan Desainer Berdaya di ISEF 2025 BRI Perluas Akses Kredit Program Perumahan Pengumuman Tender PT Kawasan Berikat Nusantara BNI Lepas Timnas ke Thomas dan Uber Cup 2026, Komitmen Jaga Tradisi Juara Wako Pekanbaru Integrasikan Bantuan Pangan dan Cek Kesehatan Gratis Peringatan HUT Kota Semarang ke-479 Berfokus Pada Pelayanan Bagi Masyarakat Perbandingan Harga Beras di Indonesia dengan Negara Lain Berapa Ongkos Haji Setiap Tahun Artemis II, Misi Antariksa Terjauh dari Bumi Asal Sampah Antariksa",https://www.tempo.co/info-tempo/persoalan-pbi-bpjs-komisi-viii-dpr-minta-pemerintah-segera-lakukan-pembenahan-tata-kelola-dtsen-2114767,Kebijakan
Menkes Minta RS yang Tolak PBI BPJS Kesehatan Diadukan | tempo.co,"Tempo.co, Ryan Maulana",tempo.co,2026-02-12 12:00:00,MENTERI Kesehatan Budi Gunadi Sadikin meminta masyarakat melaporkan rumah sakit yang menolak melayani peserta JKN PBI BPJS Kesehatan.,"12 Februari 2026 | 12.00 WIB MENTERI Kesehatan Budi Gunadi Sadikin meminta masyarakat melaporkan rumah sakit yang menolak melayani peserta jaminan kesehatan nasional program bantuan iuran (JKN PBI) BPJS Kesehatan. “Dikasih tahu ke kita, nanti akan kita tegur langsung rumah sakitnya,” kata Budi di kompleks DPR, Rabu, 11 Februari 2026. Foto: Tempo/Ilham Balindra, Antara Editor: Ryan Maulana Scroll ke bawah untuk melanjutkan membaca",https://www.tempo.co/video/arsip/menkes-minta-rs-yang-tolak-pbi-bpjs-kesehatan-diadukan-2114713,Pelayanan
Bisakah Hapus Tunggakan BPJS Kesehatan Mencegah Defisit,"Dinda Shabrina, Sukma N. Loppies",tempo.co,6 Maret 2026 | 07.30 WIB,Tunggakan iuran BPJS Kesehatan menumpuk hingga Rp 14 triliun. Pemerintah akan menghapusnya agar peserta aktif lagi.,"Tunggakan iuran BPJS Kesehatan menumpuk hingga Rp 14 triliun. Pemerintah akan menghapusnya agar peserta aktif lagi. 6 Maret 2026 | 07.30 WIB P EMERINTAH akan menghapus tunggakan iuran peserta Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan. Kebijakan tersebut diatur melalui rancangan peraturan presiden tentang penghapusan piutang iuran dan denda BPJS Kesehatan bagi peserta pekerja bukan penerima upah dan bukan pekerja kelas 3. Lulusan Program Studi Jurnalistik Universitas Esa Unggul Jakarta. Mengawali karier jurnalistik di Tempo sejak pertengahan 2024. Kini meliput isu pendidikan, kesehatan dan sosial. PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Apa Jadinya Jika Partai Beli Naming Rights Halte? Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Kedodoran Sugiono Mengurus Gerindra dan Politik Luar Negeri Bagaimana Jakarta Mengatasi Krisis Lahan Makam Jurnalis Tempo Francisca Christy Rosana Raih Udin Award 2025 Mabes TNI: Perintah Panglima Sosialisasi, Bukan Mengintimidasi DPR Terima Usul 24 Nama Calon Duta Besar, Ada Nama Adik Luhut Apa Jadinya Jika Partai Beli Naming Rights Halte? Doli: Pembahasan Awal Revisi UU Pemilu Tiba-tiba Ditunda Pramono Anung Lantik Kepala Dishub Jadi Wali Kota Jaksel Alasan Lemhanas Menggelar Retret DPRD di Akmil Magelang Reformasi Kenaikan Jabatan Profesor Politeknik Tempo Rayakan Dies Natalis ke-5 Pelita Buat Portal Terpadu Seleksi Masuk Politeknik Swasta Politeknik Tempo dan IKADIM Gelar Bedah Buku Soft Skills untuk Gen Z Kontroversi Jakarta sebagai Daerah Khusus Wilayah Indonesia Bertambah 127,3 Hektare di Pulau Sebatik Program MBG di Bogor Telan Rp 1 Triliun Per Bulan Warga Sipil Tewas Tertembak dalam Kericuhan di Bokondini Sejarah Mushaf Sundawi, Al-Quran Bermotif Khas Jawa Barat Wamen Dikti: Sanksi bagi Pelaku Pelecehan Tergantung Kampus HMT ITB Minta Maaf soal Viral Konten Lagu Erika Pemerintah Cari Landasan Hukum Tambal Kenaikan Biaya Haji Mayoritas Anak Disabilitas Alami Kekerasan Sistematis Dianggap Tak Akomodatif bagi Disabilitas, UU ASN Digugat Kemenkes: Ketersediaan Evidence Base Kesehatan Jiwa Terbatas",https://www.tempo.co/politik/tunggakan-bpjs-kesehatan-dihapus-defisit-2119910,Ekonomi
42 Ribu Peserta Masih Berstatus Penerima Bantuan Iuran JKN,"Antara, Aditya Budiman",tempo.co,3 Maret 2026 | 07.31 WIB,Puluhan ribu penerima manfaat tersebut merupakan bagian dari 11 juta peserta PBI JKN yang sempat dinonaktifkan pemerintah.,"3 Maret 2026 | 07.31 WIB KEMENTERIAN Sosial mengumumkan sebanyak 42 ribu individu penerima manfaat dipastikan tetap menjadi peserta BPJS Kesehatan di segmen Penerima Bantuan Iuran Jaminan Kesehatan Nasional (PBI JKN). Puluhan ribu penerima manfaat tersebut merupakan bagian dari 11 juta peserta PBI JKN yang kepesertaannya sempat dinonaktifkan pemerintah pada Februari 2026 imbas pembaruan status kepesertaan berbasis Data Tunggal Sosial Ekonomi Nasional (DTSEN). Scroll ke bawah untuk melanjutkan membaca “Dari jumlah itu sudah 44.500 yang reaktivasi reguler. Dengan rincian 42 ribu aktif kembali sebagai PBI JKN dan 2.133 beralih segmen mandiri atau PBI dari pemerintah daerah terutama ini daerah-daerah yang sudah Universal Health Coverage (UHC),” kata Menteri Sosial Saifullah Yusuf mengutip Antara, Selasa, 3 Maret 2026. Ia menyatakan pemerintah melalui Kementerian Sosial sebelumnya juga sudah reaktivasi secara otomatis terhadap 106.153 PBI JKN, termasuk penyintas penyakit kronis. Kementerian Sosial menilai proses pemuktahiran data status kepesertaan PBI JKN ini berjalan produktif sesuai dengan tujuan, yakni memastikan bantuan iuran kesehatan dari pemerintah diterima masyarakat miskin-rentan miskin atau Desil 1-5 DTSEN. Sementara kelompok peserta BPJS Kesehatan yang dinilai mampu atau berada pada Desil 6-10 dialihkan untuk membayar iuran secara mandiri, baik peserta kelas 1, 2 ataupun 3. Dalam hal ini Kemensos mengerahkan lebih dari 30 ribu pendamping Program Keluarga Harapan (PKH) untuk melakukan verifikasi lapangan terhadap 11 juta peserta PBI-JKN dari BPJS Kesehatan yang dinonaktifkan bersama dengan tim Badan Pusat Statistik (BPS). “Proses PBI JKN ini akan terus berlangsung setiap bulannya karena sekali lagi data sosial itu dinamis,” tutur Mensos Saifullah. Pilihan Editor: Setelah Amerika Melarang Indonesia Memungut Pajak Digital PT NasDem Indonesia Raya Tbk PT NasDem Indonesia Raya Tbk PODCAST REKOMENDASI TEMPO MTI: Krisis Energi Momentum Beralih ke Transportasi Umum Mengapa Penjualan Mobil Listrik Naik Meski tanpa Insentif Pefindo Prediksi Penerbitan Obligasi Korporasi Rp 175 T S&P: Peringkat Utang Indonesia Rentan Melemah Akibat Perang Ekspansi Berisiko Koperasi Desa Jebakan Utang Kereta Cepat Mengapa Pasar Keuangan Rontok Setelah Sri Mulyani Dicopot Bagaimana Ekonomi Sensasi Mendorong Konsumsi Kendali Pemerintah Lewat Platform Bersama Pelaporan Keuangan Mengapa Penjualan Mobil Listrik Naik Meski tanpa Insentif Terperangkap Cukai Murah Rokok Ilegal Pukulan Beruntun Industri Manufaktur Surplus Perdagangan Menyusut di Tengah Perang Iran Pertumbuhan yang Terasa Jauh dari Realitas Pemerintah Besar Menguji Pasar Tahun Pertama Prabowo: Nilai Tukar Rupiah Rontok Holding Maskapai BUMN Terbentuk Tahun Depan MTI: Krisis Energi Momentum Beralih ke Transportasi Umum Pefindo Prediksi Penerbitan Obligasi Korporasi Rp 175 T S&P: Peringkat Utang Indonesia Rentan Melemah Akibat Perang KLH Apresiasi Pertamina Geothermal Dorong Ekonomi Sirkular Pertamina Kerja Sama dengan SK Group, ExxonMobil, dan Posco Zhejiang Weiming Ditunjuk jadi Pengelola PSEL di Bogor Raya",https://www.tempo.co/ekonomi/42-ribu-peserta-masih-berstatus-penerima-bantuan-iuran-jkn-2119081,Kebijakan
